antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Mask, The (1994)=low'})",frozenset({'Home Alone (1990)=low'}),0.03472326010063269,0.03213271558810342,0.007671997210182833,0.22094691535150648,6.876073537753163,1.0,0.006556244569077463,1.242363714981753,0.8853089777687217,0.12962962962962962,0.19508273789637584,0.22985330263699355
frozenset({'Batman Forever (1995)=low'}),frozenset({'Home Alone (1990)=low'}),0.046031983261097,0.03213271558810342,0.0075723608827778606,0.16450216450216448,5.119460384576664,1.0,0.006093228256692693,1.158431827456726,0.8434946444915359,0.10726887791107977,0.13676404921000346,0.20008053961542333
frozenset({'Home Alone (1990)=low'}),frozenset({'Batman Forever (1995)=low'}),0.03213271558810342,0.046031983261097,0.0075723608827778606,0.2356589147286822,5.119460384576664,1.0,0.006093228256692693,1.248092030013372,0.8313814570397581,0.10726887791107977,0.19877703250033096,0.20008053961542333
frozenset({'Dumb & Dumber (Dumb and Dumber) (1994)=low'}),frozenset({'Cliffhanger (1993)=low'}),0.05310616250685,0.02590544512529268,0.007223633736860459,0.13602251407129456,5.250730624909799,1.0,0.005847894958224381,1.1274536324608446,0.8549536196283402,0.10062456627342121,0.11304556461684119,0.2074343339587242
frozenset({'Cliffhanger (1993)=low'}),frozenset({'Dumb & Dumber (Dumb and Dumber) (1994)=low'}),0.02590544512529268,0.05310616250685,0.007223633736860459,0.27884615384615385,5.250730624909799,1.0,0.005847894958224381,1.3130261213238348,0.8310798060796739,0.10062456627342121,0.23840052855021027,0.2074343339587242
frozenset({'Batman Forever (1995)=low'}),frozenset({'Cliffhanger (1993)=low'}),0.046031983261097,0.02590544512529268,0.008170178847207691,0.17748917748917747,6.851423576423576,1.0,0.006977699830828952,1.1842939061897757,0.8952553084985652,0.128125,0.15561500842531883,0.24643689643689642
frozenset({'Cliffhanger (1993)=low'}),frozenset({'Batman Forever (1995)=low'}),0.02590544512529268,0.046031983261097,0.008170178847207691,0.3153846153846154,6.851423576423576,1.0,0.006977699830828952,1.393436428944465,0.8767577303963087,0.128125,0.2823497511418552,0.24643689643689642
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.09525232899915309,0.11313704976834554,0.016091266875902954,0.16893305439330544,1.4931718189506034,1.0,0.005314699389374948,1.0671377978873022,0.36505726301196917,0.08367875647668394,0.06291389736191552,0.1555805738721261
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Pulp Fiction (1994)=high'}),0.11313704976834554,0.09525232899915309,0.016091266875902954,0.14222809335094672,1.4931718189506034,1.0,0.005314699389374948,1.0547648669624863,0.37241910760366087,0.08367875647668394,0.05192139848210746,0.1555805738721261
"frozenset({'Matrix, The (1999)=high'})","frozenset({'Shawshank Redemption, The (1994)=high'})",0.09126687590295422,0.11313704976834554,0.014347631146315947,0.15720524017467247,1.389511574648261,1.0,0.004021966065081999,1.0522881637463672,0.3084763262248049,0.07549148099606814,0.04968996663443435,0.1420108103119069
"frozenset({'Shawshank Redemption, The (1994)=high'})","frozenset({'Matrix, The (1999)=high'})",0.11313704976834554,0.09126687590295422,0.014347631146315947,0.12681638044914134,1.389511574648261,1.0,0.004021966065081999,1.040712518822184,0.31608339886904085,0.07549148099606814,0.039119851146078286,0.1420108103119069
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Pulp Fiction (1994)=high'}),0.09126687590295422,0.09525232899915309,0.011906541124894136,0.13045851528384278,1.3696097161572052,1.0,0.003213158634661064,1.0404882192552112,0.29696836796228276,0.06818830242510698,0.038912712807256,0.1277292576419214
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.09525232899915309,0.09126687590295422,0.011906541124894136,0.125,1.3696097161572052,1.0,0.003213158634661064,1.038552141825195,0.2982765266229833,0.06818830242510698,0.03712104599528534,0.1277292576419214
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Forrest Gump (1994)=high'}),0.09126687590295422,0.09390723857918597,0.010910177850844418,0.11954148471615719,1.272974123452214,1.0,0.002339557561048736,1.0291146552529022,0.2359747560503346,0.06260720411663807,0.028290973317980174,0.11786092803447118
frozenset({'Forrest Gump (1994)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.09390723857918597,0.09126687590295422,0.010910177850844418,0.11618037135278515,1.272974123452214,1.0,0.002339557561048736,1.0281884387292504,0.23666238866913092,0.06260720411663807,0.02741563478781077,0.11786092803447118
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Fight Club (1999)=high'}),0.11313704976834554,0.08060578887062222,0.014447267473720918,0.12769704975781593,1.5842168601907536,1.0,0.005327766326648577,1.0539849840862276,0.4158176725590692,0.08057793831619894,0.051219879695943604,0.15346533575653465
frozenset({'Fight Club (1999)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.08060578887062222,0.11313704976834554,0.014447267473720918,0.1792336217552534,1.5842168601907536,1.0,0.005327766326648577,1.0805303113515188,0.40110464410168245,0.08057793831619894,0.07452850744260203,0.15346533575653465
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Fight Club (1999)=high'}),0.09126687590295422,0.08060578887062222,0.013201813381158771,0.14465065502183405,1.7945442510836063,1.0,0.005845174851243964,1.0748756826988004,0.48722275032505047,0.08320251177394036,0.06965985360353698,0.15421655124392075
frozenset({'Fight Club (1999)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.08060578887062222,0.09126687590295422,0.013201813381158771,0.16378244746600742,1.7945442510836063,1.0,0.005845174851243964,1.0867185475159056,0.4815730256667161,0.08320251177394036,0.07979853450935623,0.15421655124392075
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Fight Club (1999)=high'}),0.09525232899915309,0.08060578887062222,0.013002540726348827,0.1365062761506276,1.693504623715419,1.0,0.005324651605608046,1.0647375721861723,0.45262183437583936,0.07984092994799633,0.0608014349049877,0.14890826786517783
frozenset({'Fight Club (1999)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.08060578887062222,0.09525232899915309,0.013002540726348827,0.16131025957972805,1.693504623715419,1.0,0.005324651605608046,1.078763251053331,0.44541127792466095,0.07984092994799633,0.07301254559461931,0.14890826786517783
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Fight Club (1999)=high'}),0.08952324017336721,0.08060578887062222,0.009614905594579783,0.10740122426265998,1.3324256950706885,1.0,0.00239881419815134,1.030019574438586,0.2740202899240999,0.05990068280571073,0.02914466402732993,0.11334214488781949
frozenset({'Fight Club (1999)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.08060578887062222,0.08952324017336721,0.009614905594579783,0.11928306551297899,1.3324256950706885,1.0,0.00239881419815134,1.0337904543154328,0.27136249356016523,0.05990068280571073,0.0326859801949019,0.11334214488781949
frozenset({'Forrest Gump (1994)=high'}),frozenset({'Fight Club (1999)=high'}),0.09390723857918597,0.08060578887062222,0.010661087032331987,0.11352785145888594,1.4084329804290592,1.0,0.0030916199859949735,1.0371382932249416,0.3200456704533543,0.0650653694131955,0.035808429278472914,0.12289495168741578
frozenset({'Fight Club (1999)=high'}),frozenset({'Forrest Gump (1994)=high'}),0.08060578887062222,0.09390723857918597,0.010661087032331987,0.13226205191594562,1.4084329804290592,1.0,0.0030916199859949735,1.0442009173638727,0.31541537004636183,0.0650653694131955,0.04232989708097517,0.12289495168741578
"frozenset({'Usual Suspects, The (1995)=high'})","frozenset({'Shawshank Redemption, The (1994)=high'})",0.07059233796642256,0.11313704976834554,0.013151995217456285,0.1863091037402964,1.6467558958075603,1.0,0.005165386363685267,1.0899261062257193,0.422576090558241,0.07710280373831775,0.08250660821137903,0.15127872624267133
"frozenset({'Shawshank Redemption, The (1994)=high'})","frozenset({'Usual Suspects, The (1995)=high'})",0.11313704976834554,0.07059233796642256,0.013151995217456285,0.11624834874504623,1.6467558958075603,1.0,0.005165386363685267,1.0516615846927027,0.44284796907395485,0.07710280373831775,0.04912377274653265,0.15127872624267133
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.09525232899915309,0.07059233796642256,0.012055995616001593,0.12656903765690375,1.7929571580007262,1.0,0.005331911015204506,1.0640882932983233,0.4888237941533965,0.07839326206673145,0.06022836046778672,0.14867619137608773
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Pulp Fiction (1994)=high'}),0.07059233796642256,0.09525232899915309,0.012055995616001593,0.17078334509527168,1.7929571580007262,1.0,0.005331911015204506,1.0910871913261277,0.47585382320003394,0.07839326206673145,0.08348296272767956,0.14867619137608773
"frozenset({'Usual Suspects, The (1995)=high'})","frozenset({'Silence of the Lambs, The (1991)=high'})",0.07059233796642256,0.08952324017336721,0.010910177850844418,0.1545518701482004,1.7263882523566092,1.0,0.004590523024676862,1.0769161675077952,0.4527141732653493,0.07312186978297161,0.07142261378227328,0.13821082655990988
"frozenset({'Silence of the Lambs, The (1991)=high'})","frozenset({'Usual Suspects, The (1995)=high'})",0.08952324017336721,0.07059233796642256,0.010910177850844418,0.12186978297161935,1.7263882523566092,1.0,0.004590523024676862,1.0583938964983133,0.4621271403172661,0.07312186978297161,0.05517217804402419,0.13821082655990988
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Fight Club (1999)=high'}),0.07059233796642256,0.08060578887062222,0.008618542320530066,0.12208892025405788,1.514642086687085,1.0,0.002928391230525,1.0472520877574987,0.365585557560555,0.06044723969252271,0.04512007023894358,0.11450552316782005
frozenset({'Fight Club (1999)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.08060578887062222,0.07059233796642256,0.008618542320530066,0.10692212608158222,1.5146420866870853,1.0,0.002928391230525,1.0406793060002273,0.3695672805120408,0.06044723969252271,0.039089185079095194,0.11450552316782005
"frozenset({'Matrix, The (1999)=high'})","frozenset({'Usual Suspects, The (1995)=high'})",0.09126687590295422,0.07059233796642256,0.008469087829422607,0.0927947598253275,1.3145160296215943,1.0,0.0020263456805417156,1.024473427704882,0.26329374357056007,0.05521273140630074,0.023888787198424046,0.10638326558662281
"frozenset({'Usual Suspects, The (1995)=high'})","frozenset({'Matrix, The (1999)=high'})",0.07059233796642256,0.09126687590295422,0.008469087829422607,0.11997177134791813,1.314516029621594,1.0,0.0020263456805417156,1.032618153043716,0.2574368126324285,0.05521273140630074,0.031587816800984624,0.10638326558662281
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Forrest Gump (1994)=high'}),0.07059233796642256,0.09390723857918597,0.0077218153738853185,0.10938602681721947,1.164830618727876,1.0,0.0010926838506099476,1.017379907237158,0.1522540530072484,0.04925325707022561,0.01708300617451322,0.0958070717640474
frozenset({'Forrest Gump (1994)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.09390723857918597,0.07059233796642256,0.0077218153738853185,0.08222811671087533,1.1648306187278763,1.0,0.0010926838506099476,1.0126782907128864,0.15617174031796932,0.04925325707022561,0.012519564040383823,0.0958070717640474
"frozenset({'Usual Suspects, The (1995)=high'})","frozenset({""Schindler's List (1993)=high""})",0.07059233796642256,0.07487670004483635,0.008817814975340009,0.12491178546224417,1.6682330469618278,1.0,0.0035320936599644737,1.0571771903519893,0.4309878041689682,0.06452788917243893,0.05408477488334019,0.1213381282600642
"frozenset({""Schindler's List (1993)=high""})","frozenset({'Usual Suspects, The (1995)=high'})",0.07487670004483635,0.07059233796642256,0.008817814975340009,0.11776447105788422,1.6682330469618278,1.0,0.0035320936599644737,1.0534688657891906,0.43298376276662737,0.06452788917243893,0.050755050790357525,0.1213381282600642
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.07059233796642256,0.07781597170328301,0.0075723608827778606,0.10726887791107974,1.3784943574322046,1.0,0.0020791495091141317,1.032991911538694,0.29542562855466287,0.05376724442872302,0.03193820897353485,0.10229000873787022
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.07781597170328301,0.07059233796642256,0.0075723608827778606,0.0973111395646607,1.3784943574322048,1.0,0.0020791495091141317,1.0295991263095374,0.29773975075986114,0.05376724442872302,0.02874820457126041,0.10229000873787022
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Good Will Hunting (1997)=high'}),0.11313704976834554,0.04797489164549395,0.008718178647935037,0.07705856450902686,1.6062269630214911,1.0,0.0032904409442078035,1.0315119375348678,0.42557080263854774,0.05720823798627002,0.030549270821020203,0.12939117218182392
frozenset({'Good Will Hunting (1997)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.04797489164549395,0.11313704976834554,0.008718178647935037,0.181723779854621,1.6062269630214914,1.0,0.0032904409442078035,1.0838185546612733,0.39644225162592506,0.05720823798627002,0.07733633485124182,0.12939117218182392
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Good Will Hunting (1997)=high'}),0.09126687590295422,0.04797489164549395,0.007771633537587804,0.08515283842794759,1.7749459249887767,1.0,0.0033931150553208325,1.0406384239292692,0.4804518983017968,0.059113300492610835,0.03905143515249565,0.12357330394917629
frozenset({'Good Will Hunting (1997)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.04797489164549395,0.09126687590295422,0.007771633537587804,0.16199376947040497,1.7749459249887767,1.0,0.0033931150553208325,1.0843990068221252,0.45860403332930794,0.059113300492610835,0.07783021405511972,0.12357330394917629
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Good Will Hunting (1997)=high'}),0.08952324017336721,0.04797489164549395,0.007522542719075375,0.08402893711741792,1.7515190599770818,1.0,0.003227674972004552,1.0393615551112074,0.47125532127684555,0.057876581065542346,0.03787089768487336,0.12041529929598829
frozenset({'Good Will Hunting (1997)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.04797489164549395,0.08952324017336721,0.007522542719075375,0.15680166147455868,1.751519059977082,1.0,0.003227674972004552,1.0797895562968562,0.4506887625146849,0.057876581065542346,0.07389361735493633,0.12041529929598829
frozenset({'Fight Club (1999)=high'}),frozenset({'Good Will Hunting (1997)=high'}),0.08060578887062222,0.04797489164549395,0.007373088227967917,0.09147095179233622,1.9066421758334007,1.0,0.0035060342409002536,1.047875255318089,0.5172076709600416,0.06083025071927661,0.04568793382143197,0.12257867423469354
frozenset({'Good Will Hunting (1997)=high'}),frozenset({'Fight Club (1999)=high'}),0.04797489164549395,0.08060578887062222,0.007373088227967917,0.15368639667705086,1.9066421758334007,1.0,0.0035060342409002536,1.0863516875062464,0.49948024948024944,0.06083025071927661,0.07948778328357854,0.12257867423469354
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Good Will Hunting (1997)=high'}),0.07059233796642256,0.04797489164549395,0.007123997409455488,0.10091743119266056,2.103546829003401,1.0,0.003737337644514277,1.0588850694963385,0.5644589115858414,0.06392489941886455,0.05561044460127029,0.12470585993693256
frozenset({'Good Will Hunting (1997)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.04797489164549395,0.07059233796642256,0.007123997409455488,0.14849428868120457,2.103546829003401,1.0,0.003737337644514277,1.0914872909004085,0.551048951048951,0.06392489941886455,0.08381892456570644,0.12470585993693256
frozenset({'Forrest Gump (1994)=high'}),frozenset({'Good Will Hunting (1997)=high'}),0.09390723857918597,0.04797489164549395,0.007472724555372889,0.07957559681697614,1.6586925803812689,1.0,0.002967534959808893,1.0343327546099388,0.43827248735429947,0.05559673832468496,0.033193142590641656,0.11766941834618277
frozenset({'Good Will Hunting (1997)=high'}),frozenset({'Forrest Gump (1994)=high'}),0.04797489164549395,0.09390723857918597,0.007472724555372889,0.1557632398753894,1.6586925803812687,1.0,0.002967534959808893,1.0732685476608166,0.41712715855572996,0.05559673832468496,0.06826674257855132,0.11766941834618277
"frozenset({'Fugitive, The (1993)=high'})","frozenset({'Silence of the Lambs, The (1991)=high'})",0.04832361879141135,0.08952324017336721,0.008568724156827578,0.17731958762886596,1.9807101182383007,1.0,0.004242637225717819,1.1067198709672104,0.5202719894233098,0.06628131021194604,0.09642898240721308,0.13651733415945244
"frozenset({'Silence of the Lambs, The (1991)=high'})","frozenset({'Fugitive, The (1993)=high'})",0.08952324017336721,0.04832361879141135,0.008568724156827578,0.09571508069003894,1.9807101182383005,1.0,0.004242637225717819,1.052407665865744,0.5438146100871901,0.06628131021194604,0.049797875448419175,0.13651733415945244
"frozenset({'Fugitive, The (1993)=high'})","frozenset({'Shawshank Redemption, The (1994)=high'})",0.04832361879141135,0.11313704976834554,0.0077218153738853185,0.15979381443298968,1.4123915619169536,1.0,0.002254623709694855,1.0555301370855275,0.30680707134329516,0.05022683084899547,0.05260876514511862,0.1140228429276353
"frozenset({'Shawshank Redemption, The (1994)=high'})","frozenset({'Fugitive, The (1993)=high'})",0.11313704976834554,0.04832361879141135,0.0077218153738853185,0.06825187142228092,1.4123915619169536,1.0,0.002254623709694855,1.0213880253897472,0.3292290463920327,0.05022683084899547,0.020940156784769143,0.1140228429276353
"frozenset({'Fugitive, The (1993)=high'})",frozenset({'Forrest Gump (1994)=high'}),0.04832361879141135,0.09390723857918597,0.007671997210182833,0.15876288659793814,1.69063523749624,1.0,0.003134059611328133,1.0770955619830755,0.42924923058933423,0.05701592002961866,0.07157727197495119,0.12023024966501682
frozenset({'Forrest Gump (1994)=high'}),"frozenset({'Fugitive, The (1993)=high'})",0.09390723857918597,0.04832361879141135,0.007671997210182833,0.0816976127320955,1.6906352374962401,1.0,0.003134059611328133,1.0363431418707045,0.4508438559461212,0.05701592002961866,0.03506863740623739,0.12023024966501682
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),frozenset({'Congo (1995)=low'}),0.05614507049270164,0.02959198923927664,0.0070243610820505155,0.12511091393078969,4.227864268236939,1.0,0.00536291676019206,1.1091783246727538,0.8088890935267311,0.08924050632911391,0.09843171494084611,0.18124232565226353
frozenset({'Congo (1995)=low'}),frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.02959198923927664,0.05614507049270164,0.0070243610820505155,0.23737373737373738,4.227864268236939,1.0,0.00536291676019206,1.2376375896850667,0.786755622257685,0.08924050632911391,0.19200902725129476,0.18124232565226353
frozenset({'Waterworld (1995)=low'}),frozenset({'Congo (1995)=low'}),0.04199671200119564,0.02959198923927664,0.007921088028695263,0.18861209964412812,6.3737553470649555,1.0,0.006678321779070882,1.1959853115077335,0.8800665234156536,0.1244131455399061,0.16386932985043295,0.2281444336604479
frozenset({'Congo (1995)=low'}),frozenset({'Waterworld (1995)=low'}),0.02959198923927664,0.04199671200119564,0.007921088028695263,0.2676767676767677,6.3737553470649555,1.0,0.006678321779070882,1.3081700070604365,0.8688166356221069,0.1244131455399061,0.2355733623284325,0.2281444336604479
frozenset({'Batman Forever (1995)=low'}),frozenset({'Congo (1995)=low'}),0.046031983261097,0.02959198923927664,0.007921088028695263,0.17207792207792208,5.815017053653418,1.0,0.006558910075370318,1.1721006561345206,0.8679866035666673,0.11699779249448124,0.14683095281431952,0.2198773448773449
frozenset({'Congo (1995)=low'}),frozenset({'Batman Forever (1995)=low'}),0.02959198923927664,0.046031983261097,0.007921088028695263,0.2676767676767677,5.815017053653417,1.0,0.006558910075370318,1.3026597745813986,0.8532817635247247,0.11699779249448124,0.23233984842946145,0.2198773448773449
frozenset({'Judge Dredd (1995)=low'}),frozenset({'Congo (1995)=low'}),0.03238180640661585,0.02959198923927664,0.009066905793852439,0.28,9.462020202020204,1.0,0.008108663727119523,1.347788903834338,0.9242429814432079,0.1713747645951036,0.25804404743570003,0.29319865319865324
frozenset({'Congo (1995)=low'}),frozenset({'Judge Dredd (1995)=low'}),0.02959198923927664,0.03238180640661585,0.009066905793852439,0.3063973063973064,9.462020202020202,1.0,0.008108663727119523,1.3950611820254133,0.9215858836989285,0.1713747645951036,0.2831855599708145,0.29319865319865324
frozenset({'Ace Ventura: When Nature Calls (1995)=low'}),frozenset({'Congo (1995)=low'}),0.04787525531808898,0.02959198923927664,0.008219997010910177,0.17169614984391257,5.8021158515435305,1.0,0.006803272970709666,1.1715604250515768,0.8692653830054415,0.11870503597122302,0.14643753867328185,0.22473696381084515
frozenset({'Congo (1995)=low'}),frozenset({'Ace Ventura: When Nature Calls (1995)=low'}),0.02959198923927664,0.04787525531808898,0.008219997010910177,0.27777777777777773,5.80211585154353,1.0,0.006803272970709666,1.318326569559569,0.8528877252425688,0.11870503597122302,0.2414626063904004,0.22473696381084515
"frozenset({'Princess Bride, The (1987)=high'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.045882528769989536,0.06625815772430628,0.007622179046480347,0.16612377850162868,2.5072200044084156,1.0,0.00458208721844836,1.1197607249165547,0.6300606499909907,0.07292659675881794,0.10695206775133077,0.14058068624329556
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),"frozenset({'Princess Bride, The (1987)=high'})",0.06625815772430628,0.045882528769989536,0.007622179046480347,0.11503759398496241,2.507220004408415,1.0,0.00458208721844836,1.0781446361392641,0.6438095058756578,0.07292659675881794,0.07248066123956509,0.14058068624329556
"frozenset({'Princess Bride, The (1987)=high'})",frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.045882528769989536,0.07781597170328301,0.007373088227967917,0.16069489685124866,2.06506316548983,1.0,0.0038026946675273426,1.0987470764052736,0.5405553579895686,0.06338329764453962,0.08987243609178945,0.12772260847684072
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),"frozenset({'Princess Bride, The (1987)=high'})",0.07781597170328301,0.045882528769989536,0.007373088227967917,0.09475032010243278,2.0650631654898297,1.0,0.0038026946675273426,1.0539826662385263,0.5592737408144464,0.06338329764453962,0.05121779320259677,0.12772260847684072
"frozenset({'Princess Bride, The (1987)=high'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.045882528769989536,0.06825088427240572,0.0077218153738853185,0.16829533116178066,2.46583370978863,1.0,0.004590292212679437,1.1202884276568073,0.6230445064273588,0.07256554307116105,0.1073727307068611,0.14071700864658376
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({'Princess Bride, The (1987)=high'})",0.06825088427240572,0.045882528769989536,0.0077218153738853185,0.11313868613138686,2.4658337097886305,1.0,0.004590292212679437,1.0758361609754028,0.6380018385872199,0.07256554307116105,0.07049043685856979,0.14071700864658376
"frozenset({""One Flew Over the Cuckoo's Nest (1975)=high""})",frozenset({'Pulp Fiction (1994)=high'}),0.04518507447815474,0.09525232899915309,0.007422906391670403,0.16427783902976845,1.7246595516969363,1.0,0.003118922811625972,1.0825938490735727,0.4400595433608312,0.05580524344569288,0.07629255343012731,0.12110335466132774
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({""One Flew Over the Cuckoo's Nest (1975)=high""})",0.09525232899915309,0.04518507447815474,0.007422906391670403,0.07792887029288703,1.7246595516969365,1.0,0.003118922811625972,1.0355111387395168,0.4644117178599026,0.05580524344569288,0.034293343075713315,0.12110335466132774
"frozenset({'Godfather: Part II, The (1974)=high'})","frozenset({'Godfather, The (1972)=high'})",0.042395257310815525,0.06705524834354605,0.009814178249389727,0.23149236192714454,3.452263135931332,1.0,0.006971353741824456,1.2139693939749883,0.7417830246328365,0.0985,0.17625600368257446,0.18892597293979813
"frozenset({'Godfather, The (1972)=high'})","frozenset({'Godfather: Part II, The (1974)=high'})",0.06705524834354605,0.042395257310815525,0.009814178249389727,0.14635958395245172,3.452263135931332,1.0,0.006971353741824456,1.1217893678499933,0.7613901478876693,0.0985,0.1085670548682532,0.18892597293979813
"frozenset({'Godfather: Part II, The (1974)=high'})",frozenset({'Pulp Fiction (1994)=high'}),0.042395257310815525,0.09525232899915309,0.007472724555372889,0.1762632197414806,1.8504872436562447,1.0,0.0034344775579993386,1.0983456034546657,0.4799493635764575,0.0574052812858783,0.08953976156988823,0.12735755129333443
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({'Godfather: Part II, The (1974)=high'})",0.09525232899915309,0.042395257310815525,0.007472724555372889,0.07845188284518828,1.8504872436562447,1.0,0.0034344775579993386,1.0391261453017713,0.507988913973166,0.0574052812858783,0.03765293124292292,0.12735755129333443
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.07059233796642256,0.06625815772430628,0.008020724356100234,0.11362032462949895,1.7148126137503252,1.0,0.003343406092993474,1.0534332726947913,0.4485070661496011,0.06225831399845322,0.050722977980469104,0.11733647810422315
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.06625815772430628,0.07059233796642256,0.008020724356100234,0.12105263157894737,1.714812613750325,1.0,0.003343406092993474,1.0574099148885012,0.4464252161386628,0.06225831399845322,0.05429296063916223,0.11733647810422315
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.06625815772430628,0.11313704976834554,0.009465451103472326,0.14285714285714285,1.262691073787507,1.0,0.0019691986154585974,1.0346734419369301,0.22280317985381204,0.05570214013485782,0.033511483460927326,0.11326036359061457
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.11313704976834554,0.06625815772430628,0.009465451103472326,0.0836635843240863,1.262691073787507,1.0,0.0019691986154585974,1.0189945813590102,0.23458038422649136,0.05570214013485782,0.01864051262537397,0.11326036359061457
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.09525232899915309,0.06625815772430628,0.00916654212125741,0.09623430962343096,1.4524145090760374,1.0,0.0028552982828240116,1.0331680569624573,0.3442852936177141,0.06017004578155658,0.032103254392099975,0.11729008714254255
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.06625815772430628,0.09525232899915309,0.00916654212125741,0.13834586466165413,1.4524145090760374,1.0,0.0028552982828240116,1.0500125675664278,0.33359468694399536,0.06017004578155658,0.04763044663583412,0.11729008714254255
frozenset({'Forrest Gump (1994)=high'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.09390723857918597,0.06625815772430628,0.008718178647935037,0.09283819628647215,1.4011587323747035,1.0,0.002496058022701274,1.0293002179471828,0.31597756762700685,0.05756578947368421,0.028466153447065864,0.11220857182744662
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),frozenset({'Forrest Gump (1994)=high'}),0.06625815772430628,0.09390723857918597,0.008718178647935037,0.13157894736842107,1.4011587323747037,1.0,0.002496058022701274,1.0433795434542708,0.30662113855839523,0.05756578947368421,0.04157599574039566,0.11220857182744662
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.08952324017336721,0.06625815772430628,0.008369451502017636,0.09348914858096828,1.410983217643441,1.0,0.002437806534619719,1.0300393435048627,0.3199140949879624,0.05677593781683001,0.02916329720246366,0.10990246902732626
